Kosaten,New_Kanri_Code,Sarosuu,Next_Kosa1,Next_Kosa2,Next_Kosa3,Next_Kosa4,Next_Kosa5,Next_Kosa6,Next_Kosa7,Next_Kosa8,枝番ＩＤ1,枝番ＩＤ2,枝番ＩＤ3,枝番ＩＤ4,枝番ＩＤ5,枝番ＩＤ6,枝番ＩＤ7,枝番ＩＤ8,Eda11,Eda12,Eda13,Eda14,Eda15,Eda16,Eda17,Eda18,Eda21,Eda22,Eda23,Eda24,Eda25,Eda26,Eda27,Eda28,Eda31,Eda32,Eda33,Eda34,Eda35,Eda36,Eda37,Eda38,Eda41,Eda42,Eda43,Eda44,Eda45,Eda46,Eda47,Eda48,Eda51,Eda52,Eda53,Eda54,Eda55,Eda56,Eda57,Eda58,Eda61,Eda62,Eda63,Eda64,Eda65,Eda66,Eda67,Eda68,Eda71,Eda72,Eda73,Eda74,Eda75,Eda76,Eda77,Eda78,Eda81,Eda82,Eda83,Eda84,Eda85,Eda86,Eda87,Eda88,Todofuken,Kosaten_Name,Chisaki_Name,進禁有無,枝番1路線,枝番2路線,枝番3路線,枝番4路線,枝番5路線,枝番6路線,枝番7路線,枝番8路線
"6240120017","201053",2,"6240120016","6240120032",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"福島町字月崎２０５",0,"01000597117005","01000597117006",,,,,,
"6240120032","201053",3,"6240120017","624012F001","6240120034",,,,,,7,1,3,0,0,0,0,0,"9999","080","010","9999","9999","9999","9999","9999","080","9999","090","9999","9999","9999","9999","9999","010","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"福島町字月崎１０８",0,"01000597117006","01332700064000","01000597117007",,,,,
"6240120034","201053",2,"6240120032","6240120035",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"福島町字浦和",0,"01000597117007","01000597117008",,,,,,
"6240120035","201053",2,"6240120034","6240220014",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"福島町字浦和",0,"01000597117008","01000597117009",,,,,,
"6240120041","1040810032",3,"6240120007","6240110030","6240220017",,,,,,1,2,3,0,0,0,0,0,"9999","080","010","9999","9999","9999","9999","9999","050","9999","080","9999","9999","9999","9999","9999","010","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"福島町字三岳１４５",0,"00000200228000","01332797103002","00000200228000",,,,,
"624012F001","201332",2,"6240120007","6240120032",,,,,,,6,4,0,0,0,0,0,0,"9999","040","9999","9999","9999","9999","9999","9999","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"福島町字三岳３６３－１３６",0,"01332700064000","01332700064000",,,,,,
"6240220014","201053",1,"6240120035",,,,,,,,1,0,0,0,0,0,0,0,"9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"福島町字岩部",0,"01000597117009",,,,,,,
"6240220017","1040810032",3,"6240320005","624022F001","6240120041",,,,,,2,4,6,0,0,0,0,0,"9999","080","010","9999","9999","9999","9999","9999","080","9999","080","9999","9999","9999","9999","9999","010","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"知内町千軒",0,"00000200228000","01332700108000","00000200228000",,,,,
"624022F001","201332",1,"6240220017",,,,,,,,6,0,0,0,0,0,0,0,"9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"福島町字千軒",0,"01332700108000",,,,,,,
"6240230001","201053",1,"6240230016",,,,,,,,2,0,0,0,0,0,0,0,"9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"知内町小谷石",0,"01000500531000",,,,,,,
"6240230007","201333",1,"6240330016",,,,,,,,2,0,0,0,0,0,0,0,"9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"知内町字元町",0,"01333797101004",,,,,,,
"6240230016","201053",2,"6240230001","6240330016",,,,,,,5,1,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"知内町字元町",0,"01000500531000","01000500531000",,,,,,
"6240300006","201053",2,"6240400002","6240110006",,,,,,,1,2,0,0,0,0,0,0,"9999","0511","9999","9999","9999","9999","9999","9999","0511","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"上ノ国町字早川",1,"01000500607000","01000500607000",,,,,,
"6240320005","1040810032",3,"6240320025","6240320016","6240220017",,,,,,1,2,3,0,0,0,0,0,"9999","050","010","9999","9999","9999","9999","9999","050","9999","050","9999","9999","9999","9999","9999","010","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"知内町字湯の里８２－９４",0,"00000200228000","01000500698000","00000200228000",,,,,
"6240320016","201053",3,"6240330007","6240320025","6240320005",,,,,,3,5,7,0,0,0,0,0,"9999","110","010","9999","9999","9999","9999","9999","110","9999","110","9999","9999","9999","9999","9999","010","110","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"知内町字湯ノ里１１１－１１",0,"01000500698000","01333700082000","01000500698000",,,,,
"6240320025","1040810032",3,"6240320005","6240320016","6240330009",,,,,,1,2,3,0,0,0,0,0,"9999","090","010","9999","9999","9999","9999","9999","050","9999","080","9999","9999","9999","9999","9999","010","090","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"知内町湯の里",0,"00000200228000","01333700082000","00000200228000",,,,,
"6240330007","201053",2,"6240330011","6240320016",,,,,,,1,5,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"知内町重内",0,"01000500698000","01000500698000",,,,,,
"6240330009","1040810032",3,"6240320025","6240330032","6240330013",,,,,,1,2,3,0,0,0,0,0,"9999","050","010","9999","9999","9999","9999","9999","050","9999","100","9999","9999","9999","9999","9999","010","090","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"知内町字元町",0,"00000200228000","01333797101012","00000200228000",,,,,
"6240330011","201053",4,"6240330034","6240330007","6240330044","6240330017",,,,,1,2,3,4,0,0,0,0,"9999","090","010","090","9999","9999","9999","9999","090","9999","080","010","9999","9999","9999","9999","010","080","9999","090","9999","9999","9999","9999","090","010","090","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"知内町字重内",0,"01333797101015","01000500698000","01333797101017","01000500698000",,,,
"6240330013","1040810032",4,"6240330009","6240330032","6240330035","6240330040",,,,,1,2,3,4,0,0,0,0,"9999","080","010","080","9999","9999","9999","9999","050","9999","080","010","9999","9999","9999","9999","010","050","9999","080","9999","9999","9999","9999","080","010","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"知内町字元町",0,"00000200228000","01333797101011","00000200228000","01333797101008",,,,
"6240330014","1040810032",3,"6240330017","6240330035","6240330036",,,,,,1,2,3,0,0,0,0,0,"9999","010","080","9999","9999","9999","9999","9999","010","9999","050","9999","9999","9999","9999","9999","050","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"知内町元町",0,"00000200228000","00000200228000","01000500531000",,,,,
"6240330016","201053",4,"6240230016","6240330040","6240330036","6240230007",,,,,1,2,3,4,0,0,0,0,"9999","050","010","080","9999","9999","9999","9999","080","9999","050","010","9999","9999","9999","9999","010","080","9999","080","9999","9999","9999","9999","090","010","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"知内町字元町",0,"01000500531000","01333797101006","01000500531000","01333797101004",,,,
"6240330017","1040810032",3,"6240330014","6240330011","6240330052",,,,,,6,7,2,0,0,0,0,0,"9999","090","010","9999","9999","9999","9999","9999","080","9999","080","9999","9999","9999","9999","9999","010","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"知内町重内",0,"00000200228000","01000500698000","00000200228000",,,,,
"6240330028","1040810032",3,"6240330052","6240330054","6240330053",,,,,,1,2,3,0,0,0,0,0,"9999","010","010","9999","9999","9999","9999","9999","010","9999","010","9999","9999","9999","9999","9999","010","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"木古内町字新道",0,"00000200228000","00000200228000","01000500383000",,,,,
"6240330032","201333",3,"6240330009","6240330034","6240330013",,,,,,1,2,3,0,0,0,0,0,"9999","090","019","9999","9999","9999","9999","9999","080","9999","099","9999","9999","9999","9999","9999","019","089","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"知内町字元町",0,"01333797101012","01333797101013","01333797101011",,,,,
"6240330034","201333",3,"6240330032","6240330011","6240330035",,,,,,1,2,3,0,0,0,0,0,"9999","010","080","9999","9999","9999","9999","9999","010","9999","090","9999","9999","9999","9999","9999","090","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"知内町字重内",0,"01333797101013","01333797101015","01333797101016",,,,,
"6240330035","1040810032",4,"6240330013","6240330034","6240330014","6240330036",,,,,1,2,3,4,0,0,0,0,"9999","080","010","080","9999","9999","9999","9999","080","9999","080","010","9999","9999","9999","9999","010","080","9999","080","9999","9999","9999","9999","080","010","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"知内町字元町",0,"00000200228000","01333797101016","00000200228000","01333797101018",,,,
"6240330036","201053",3,"6240330016","6240330035","6240330014",,,,,,1,2,3,0,0,0,0,0,"9999","090","010","9999","9999","9999","9999","9999","080","9999","090","9999","9999","9999","9999","9999","010","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"知内町字元町",0,"01000500531000","01333797101018","01000500531000",,,,,
"6240330040","201333",2,"6240330013","6240330016",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"知内町字元町",0,"01333797101008","01333797101006",,,,,,
"6240330044","201333",2,"6240330011","6240330048",,,,,,,1,2,0,0,0,0,0,0,"9999","019","9999","9999","9999","9999","9999","9999","019","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"知内町字森越",0,"01333797101017","01333700007000",,,,,,
"6240330048","201333",2,"6240330052","6240330044",,,,,,,3,5,0,0,0,0,0,0,"9999","080","9999","9999","9999","9999","9999","9999","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"知内町知内町森越",0,"01333700005000","01333700007000",,,,,,
"6240330052","1040810032",3,"6240330017","6240330048","6240330028",,,,,,5,7,1,0,0,0,0,0,"9999","090","010","9999","9999","9999","9999","9999","080","9999","090","9999","9999","9999","9999","9999","010","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"知内町中ノ川",0,"00000200228000","01333700005000","00000200228000",,,,,
"6240330053","201053",3,"6240430006","6240330054","6240330028",,,,,,1,2,3,0,0,0,0,0,"9999","080","010","9999","9999","9999","9999","9999","080","9999","080","9999","9999","9999","9999","9999","010","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"木古内町字新道４６",0,"01000500383000","01334797102000","01000500383000",,,,,
"6240330054","1040810032",3,"6240330028","6240330053","6240430024",,,,,,1,2,3,0,0,0,0,0,"9999","080","010","9999","9999","9999","9999","9999","080","9999","080","9999","9999","9999","9999","9999","010","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"木古内町字新道４３",0,"00000200228000","01334797102000","00000200228000",,,,,
"6240400002","1040810032",3,"6240500021","6239370003","6240300006",,,,,,1,2,3,0,0,0,0,0,"9999","010","010","9999","9999","9999","9999","9999","010","9999","100","9999","9999","9999","9999","9999","010","100","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"上ノ国町字石崎１８３－３",0,"00000200228000","00000200228000","01000500607000",,,,,
"6240410002","201053",3,"6240410011","624051F004","6240420008",,,,,,1,2,3,0,0,0,0,0,"9999","100","080","9999","9999","9999","9999","9999","050","9999","010","9999","9999","9999","9999","9999","090","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"上ノ国町字湯ノ岱",0,"01362797104000","01000400005000","01000400005000",,,,,
"6240410011","201362",1,"6240410002",,,,,,,,1,0,0,0,0,0,0,0,"9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"上ノ国町字湯ノ岱",0,"01362797104000",,,,,,,
"6240420008","201053",3,"6240410002","6240420009","6240430006",,,,,,1,2,3,0,0,0,0,0,"9999","090","010","9999","9999","9999","9999","9999","080","9999","090","9999","9999","9999","9999","9999","010","090","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"上ノ国町字湯ノ岱",0,"01000400005000","01362797107000","01000400005000",,,,,
"6240420009","201362",1,"6240420008",,,,,,,,1,0,0,0,0,0,0,0,"9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"上ノ国町字湯ノ岱",0,"01362797107000",,,,,,,
"6240430004","201053",1,"6240430089",,,,,,,,1,0,0,0,0,0,0,0,"9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"木古内町字中野１５",0,"01000597549001",,,,,,,
"6240430006","201053",3,"6240330053","6240420008","6240430008",,,,,,1,2,3,0,0,0,0,0,"9999","080","010","9999","9999","9999","9999","9999","050","9999","050","9999","9999","9999","9999","9999","010","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"木古内町新道６０８－２",0,"01000500383000","01000400005000","01000400005000",,,,,
