面積,管理区,小班,森林の種類６コード,森林の種類３コード,複層区分,振興局,枝番,林種,林齢,森林の種類５コード,KEYCODE,森林の種類４コード,RINSYO_ID,林班,森林の種類２コード,樹種,市町村,森林の種類１コード,center_lng,center_lat
5.98,12,0057,None,44.0,2,03,00,1,68,None,99120000070057,None,12007570,0007,12.0,17.0,10,11,140.797606,42.859733
4.75,12,0053,None,44.0,2,03,00,1,51,None,99120000070053,None,12007530,0007,12.0,50.0,10,11,140.795661,42.858002
9.08,12,0002,None,44.0,0,03,00,2,133,None,99120000070002,None,12007020,0007,12.0,98.0,10,11,140.796647,42.858866
2.5,12,0049,None,44.0,0,03,00,6,122,None,99120000070049,None,12007490,0007,12.0,None,10,11,140.799976,42.856832
13.64,12,0055,None,44.0,2,03,00,1,53,None,99120000080055,None,12008550,0008,12.0,23.0,10,11,140.816897,42.860546
15.51,12,0053,None,44.0,2,03,00,1,55,None,99120000080053,None,12008530,0008,12.0,23.0,10,11,140.818178,42.862979
4.46,12,0052,None,44.0,2,03,00,1,56,None,99120000080052,None,12008520,0008,12.0,23.0,10,11,140.817034,42.864819
10.36,12,0010,None,44.0,0,03,00,2,133,None,99120000080010,None,12008100,0008,12.0,98.0,10,11,140.817423,42.85587
14.99,12,0054,None,44.0,2,03,00,1,54,None,99120000080054,None,12008540,0008,12.0,23.0,10,11,140.819448,42.855546
8.88,12,0007,None,44.0,0,03,00,2,103,None,99120000080007,None,12008070,0008,12.0,98.0,10,11,140.819985,42.863824
8.88,12,0007,None,44.0,0,03,00,2,103,None,99120000080007,None,12008070,0008,12.0,98.0,10,11,140.822903,42.862573
14.99,12,0054,None,44.0,2,03,00,1,54,None,99120000080054,None,12008540,0008,12.0,23.0,10,11,140.820183,42.858659
15.51,12,0053,None,44.0,2,03,00,1,55,None,99120000080053,None,12008530,0008,12.0,23.0,10,11,140.822212,42.863985
